Shrt_Desc,Class,Sugar_Tot_.g.,Iron_.mg.,Cholestrl_.mg.
CEREALS/WHL WHEAT HOT NAT CRL/CKD W/ H2O/WO/ SALT,1.0,0.08,0.62,0.0
CANDIES/MR. GOODBAR CHOC BAR,3.0,47.22,1.39,10.0
Snacks/ granola bar/ QUAKER/ DIPPS/ all flavors,2.0,37.61,1.16,0.0
CANDIES/ROLO CARAMELS IN MILK CHOC,3.0,63.93,0.42,12.0
ICE CREAMS/BREYERS/NO SUGAR ADDED/BUTTER PECAN,3.0,5.9,0.19,18.0
RICE CAKES/BROWN RICE/PLN/UNSALTED,2.0,0.88,1.49,0.0
COCOA/DRY PDR/HI-FAT OR BRKFST/PLN,3.0,1.55,14.5,0.0
CEREALS RTE/KELLOGG'S FRSTD MINI-WHTS TOUCH FRT MDL MXD BER,1.0,17.8,29.5,0.0
CEREALS/CRM OF WHEAT/REG (10 MINUTE)/CKD W/ H2O/W/ SALT,1.0,0.03,3.99,0.0
CANDIES/MARS SNACKFOOD US/TWIX CHOC FUDGE COOKIE BARS,3.0,53.0,1.31,6.0
CEREALS RTE/NATURE'S PATH/ORGANIC FLAX PLUS FLAKES,1.0,12.25,5.89,0.0
CEREALS/QUAKER/CORN GRITS/INST/PLN/DRY,1.0,1.51,38.75,0.0
CEREALS/QUAKER/INST OATMEAL EXPRESS CINN ROLL/DRY,1.0,30.91,6.67,0.0
FORM BAR/MARS SNACKFOOD US/COCOAVIA/CHOC BLUEBERRY,2.0,33.4,1.88,2.0
CEREALS RTE/AMARANTH FLAKES,1.0,0.42,1.76,0.0
SWEETENERS/TABLETOP/FRUCTOSE/DRY/PDR,3.0,92.7,0.1,0.0
CEREALS RTE/POST SELECTS BLUEBERRY MORNING,1.0,29.2,3.3,0.0
SWEETENERS/TABLETOP/FRUCTOSE/LIQ,3.0,76.0,0.11,0.0
CANDIES/MARS SNACKFOOD US/MILKY WAY BAR,3.0,59.69,0.49,9.0
CEREALS RTE/POST RAISIN BRAN CRL,1.0,34.0,18.3,0.0
CEREALS RTE/GENERAL MILLS/WHEATIES,1.0,15.2,33.3,0.0
CEREALS RTE/GENERAL MILLS/FRANKENBERRY,1.0,27.29,13.6,0.0
CEREALS RTE/GENERAL MILLS/CINN BURST CHEERIOS,1.0,28.1,25.29,0.0
CEREALS RTE/QUAKER/MAPLE BROWN SUGAR LIFE CRL,1.0,24.9,28.69,0.0
CEREALS RTE/QUAKER/CAP'N CRUNCH'S OOPS! ALL BERRIES CRL,1.0,44.18,21.57,0.0
CEREALS RTE/KASHI GOOD FRIENDS,1.0,18.8,4.1,0.0
CEREALS RTE/GENERAL MILLS/FRUITY CHEERIOS,1.0,32.2,16.7,0.0
CANDIES/TRUFFLES/PREPARED-FROM-RECIPE,3.0,38.31,1.75,53.0
CEREALS/QUAKER/WHL WHEAT NAT CRL,1.0,2.0,3.3,0.0
FROZEN NOVELTIES/ICE TYPE/LIME,3.0,32.6,0.16,0.0
TRAIL MIX/REG/W/CHOC CHIPS/SALTED NUTS&SEEDS,2.0,23.88,3.39,4.0
CANDIES/FUDGE/PNUT BUTTER/PREPARED-FROM-RECIPE,3.0,73.36,0.22,3.0
CEREALS/OATS/INST/FORT/W/ RAISINS & SPICE/DRY,1.0,37.14,9.43,0.0
CEREALS RTE/GENERAL MILLS/CHEERIOS/BANANA NUT,1.0,33.1,16.1,0.0
SUGARS/BROWN,3.0,97.02,0.71,0.0
CEREALS RTE/KELLOGG/KELLOGG'S RAISIN BRAN,1.0,31.3,12.33,0.0
FROZEN YOGURTS/FLAVORS OTHER THAN CHOC,3.0,19.92,0.46,13.0
SNACKS/POTATO CHIPS/FAT-FREE/MADE W/OLESTRA,2.0,0.0,2.4,0.0
CEREALS RTE/NATURE'S PATH/OPTIMUM SLIM,1.0,18.18,4.91,0.0
CANDIES/CRISPY BAR W/ PNUT BUTTER FILLING,3.0,40.33,1.3,5.0
FROZ NOVLT/ICE CRM/VAN ICE CRM/LT/NO SUGAR ADDED/CHOC COATD,3.0,8.52,0.29,10.0
JAMS&PRESERVES/APRICOT,3.0,43.4,0.49,0.0
CEREALS RTE/QUAKER/QUAKER CINN OATMEAL SQUARES,1.0,16.6,29.52,0.0
CEREALS RTE/BARBARA'S PUFFINS/ORIGINAL,1.0,18.52,1.33,0.0
CANDIES/MARS SNACKFOOD US/3 MUSKETEERS BAR,3.0,66.89,0.67,5.0
CEREALS RTE/GENERAL MILLS/FIBER ONE/RAISIN BRAN CLUSTERS,1.0,25.5,8.19,0.0
COCOA/DRY PDR/HI-FAT OR BRKFST/PROC W/ALKALI,3.0,1.53,14.5,0.0
SUGARS/POWDERED,3.0,97.81,0.06,0.0
CANDIES/CONFECTIONER'S COATING/YOGURT,3.0,62.36,0.14,1.0
SNACKS/FRITOLAY/SUNCHIPS/MULTIGRAIN/HARVEST CHEDDAR,2.0,7.05,1.41,0.0
ICE CREAMS/VANILLA/LT/NO SUGAR ADDED,3.0,6.46,0.19,27.0
CEREALS RTE/MALT-O-MEAL/HONEY GRAHAM SQUARES,1.0,32.7,33.81,0.0
CEREALS/WHL WHEAT HOT NAT CRL/DRY,1.0,0.42,3.39,0.0
CEREALS/WHEATENA/CKD W/ H2O/W/ SALT,1.0,0.25,0.56,0.0
CHEWING GUM,3.0,66.08,0.0,0.0
CEREALS RTE/KELLOGG'S/FRUIT HARVEST STRAWBERRY/BLUEBERRY,1.0,33.5,15.5,0.0
CEREALS/QUAKER/INST OATMEAL/CINNAMON-SPICE/DRY,1.0,21.14,8.31,0.0
CEREALS RTE/QUAKER/QUAKER GRANOLA W/ OATS/WHEAT& RAISINS,1.0,24.63,2.69,2.0
CEREALS RTE/KASHI ORGANIC PROMISE/STRAWBERRY FIELDS,1.0,20.5,1.8,0.0
CEREALS RTE/GENERAL MILLS/LUCKY CHARMS,1.0,36.13,22.27,0.0
CEREALS RTE/KELLOGG/KELLOGG'S ALL-BRAN BRAN BUDS,1.0,26.7,15.0,0.0
ORIENTAL MIX/RICE-BASED,2.0,3.0,2.44,0.0
CEREALS RTE/QUAKER/SHREDDED WHEAT/BAGGED CRL,1.0,0.81,3.33,0.0
PUDDINGS/CHOC/DRY MIX/INST/PREP W/ WHOLE MILK,3.0,11.96,0.34,9.0
GELATIN DSSRT/DRY MIX/RED CAL/W/ ASPRT,3.0,0.0,0.06,0.0
CEREALS RTE/KELLOGG'S APPL JACKS W/ MARSHMALLOWS,1.0,51.1,16.1,0.0
CEREALS/QUAKER/HOMINY GRITS/WHITE/QUICK/DRY,1.0,1.0,3.52,0.0
CEREALS/CREAM OF WHEAT/INST/DRY,1.0,0.4,28.6,0.0
CEREALS RTE/GENERAL MILLS/WHEAT CHEX,1.0,10.3,30.6,0.0
FROSTINGS/GLAZE/PREPARED-FROM-RECIPE,3.0,80.44,0.03,1.0
SNACKS/POPCORN/HOME-PREPARED/OIL-POPPED/UNSALTED,2.0,0.54,2.78,0.0
FROZEN NOVELTIES/ICE TYPE/POP/W/ LO CAL SWTNR,3.0,1.52,0.67,0.0
CEREALS/CREAM OF RICE/CKD W/ H2O/W/ SALT,1.0,0.04,3.96,0.0
CANDIES/HARD/DIETETIC OR LO CAL (SORBITOL),3.0,93.0,0.0,0.0
FROZEN NOVELTIES/SUGAR FREE/CREAMSICLE POPS,3.0,0.43,0.03,0.0
FRZ NVL/ KLONDIKE/SLIM-A-BEAR FUDG BR/98% FT FR/NO SGR ADDED,3.0,7.1,0.71,7.0
CEREALS RTE/KELLOGG'S/SPL K PROT PLUS,1.0,20.3,25.3,0.0
FRUIT LEATHER/ROLLS,3.0,49.16,1.01,0.0
FROSTINGS/COCONUT-NUT/RTE,3.0,40.0,0.54,0.0
CEREALS RTE/UNCLE SAM CRL,1.0,1.56,4.03,0.0
CEREALS/FARINA/ENR/ASSORTED BRANDS/QUICK/CKD W/ H2O/WO/ SALT,1.0,0.76,5.33,0.0
TORTILLA CHIPS/LOFAT/BKD WO/FAT,2.0,0.67,1.6,0.0
CEREALS RTE/MALT-O-MEAL/TOOTIE FRUITIES,1.0,45.7,15.5,1.0
CANDIES/MARS SNACKFOOD US/SNICKERS BAR,3.0,50.47,0.72,13.0
MILK DSSRT/FRZ/MILK-FAT FREE/CHOC,3.0,37.7,0.04,0.0
CEREALS RTE/GENERAL MILLS/COUNT CHOCULA,1.0,33.09,16.7,0.0
POPCORN/MICROWAVE/LOFAT&NA,2.0,0.54,2.28,0.0
FORMBAR/MARSSNACK/SNICKERS MARATHONPROTPERFBAR/CARMELNUTRUSH,2.0,28.75,10.13,6.0
POTATO CHIPS/BARBECUE-FLAVOR,2.0,5.47,1.36,0.0
CEREALS RTE/QUAKER/HONEY GRAHAM OH!S,1.0,43.23,21.99,0.0
SHERBET/ORANGE,3.0,24.32,0.14,1.0
PIE FILLINGS/APPL/CND,3.0,13.8,0.29,0.0
PUDDINGS/BANANA/DRY MIX/INST/PREP W/ WHL MILK,3.0,17.38,0.05,9.0
CEREALS RTE/KELLOGG'S CINN JACKS,1.0,33.9,16.1,0.0
CEREALS RTE/GENERAL MILLS/CHOC LUCKY CHARMS,1.0,36.5,16.1,0.0
CANDIES/NOUGAT/W/ ALMONDS,3.0,83.33,0.59,0.0
CANDIES/WHATCHAMACALLIT CANDY BAR,3.0,48.86,1.13,12.0
MILK & CRL BAR,2.0,45.97,5.99,6.0
CEREALS RTE/POST/GOLDEN CRISP,1.0,53.6,6.7,0.0
CEREALS RTE/RALSTON TASTEEOS,1.0,4.64,30.0,0.0
CEREALS RTE/KELLOGG/KELLOGG'S CINNABON CRL,1.0,41.6,15.7,0.0
CEREALS RTE/GENERAL MILLS/FIBER ONE/NUTTY CLUSTERS & ALMONDS,1.0,21.79,8.19,0.0
CEREALS RTE/POST/SHREDDED WHEAT/LIGHTLY FRSTD/SPOON-SIZE,1.0,22.3,3.46,0.0
CEREALS/FARINA/ENR/ASSORTED BRANDS/DRY,1.0,0.56,33.39,0.0
ICE CREAMS/CHOC/LT,3.0,24.71,0.69,28.0
Sweetener/ syrup/ agave,3.0,68.03,0.09,0.0
CHOCOLATE/DK/45- 59% CACAO SOL,3.0,47.9,8.02,8.0
CEREALS RTE/QUAKER/KING VITAMAN,1.0,20.27,29.0,0.0
CEREALS RTE/QUAKER/MOTHER'S CINN OAT CRUNCH,1.0,25.07,3.6,0.0
CEREALS RTE/KELLOGG/SPL K/FRUIT & YOGURT,1.0,32.1,25.3,0.0
CEREALS RTE/GENERAL MILLS CINN CHEX,1.0,26.1,27.0,0.0
CEREALS RTE/QUAKER/CAP'N CRUNCH,1.0,44.32,19.42,0.0
CEREALS RTE/GENERAL MILLS/MULTI-GRAIN CHEERIOS,1.0,21.0,28.1,0.0
SNACKS/SWT POTATO CHIPS/UNSALTED,2.0,8.82,2.12,0.0
ICE CREAMS/BREYERS/ALL NAT LT MINT CHOC CHIP,3.0,25.38,0.52,15.0
SUGARS/GRANULATED,3.0,99.8,0.05,0.0
CEREALS RTE/KELLOGG'S KRAVE CHOC CRL,1.0,35.7,14.5,1.0
POTATO CHIPS/FAT FREE/SALTED,2.0,3.69,3.57,0.0
PRETZELS/HARD/PLN/SALTED,2.0,2.43,5.45,0.0
CEREALS RTE/KELLOGG'S/FRSTD MINI-WHEATS BITE SIZE STRAWB DEL,1.0,22.7,29.5,0.0
ICE CREAMS/BREYERS/NO SUGAR ADDED/FRENCH VANILLA,3.0,7.7,0.19,53.0
CEREALS RTE/QUAKER/LOFAT 100% NAT GRANOLA W/ RAISINS,1.0,25.65,2.58,1.0
PUDDINGS/CHOC FLAVOR/LO CAL/INST/DRY MIX,3.0,0.7,3.11,0.0
CEREALS/QUAKER/INST OATMEAL/BANANA BREAD/DRY,1.0,30.47,9.95,0.0
BAKING CHOC/UNSWTND/LIQ,3.0,0.0,4.15,0.0
SYRUP/CANE,3.0,73.2,3.6,0.0
CANDIES/MARS SNACKFOOD US/MILKY WAY MIDNIGHT BAR,3.0,57.81,1.2,10.0
CANDIES/MARS SNACKFOOD US/TWIX CARAMEL COOKIE BARS,3.0,48.25,0.81,7.0
YOGURT/FRZ/CHOC/NON-FAT MILK/W/LO CAL SWTNR,3.0,12.61,0.04,4.0
GELATINS/DRY PDR/UNSWTND,3.0,0.0,1.11,0.0
DESSERTS/MOUSSE/CHOC/PREPARED-FROM-RECIPE,3.0,14.81,0.55,140.0
CEREALS RTE/GENERAL MILLS/FIBER ONE BRAN CRL,1.0,0.19,15.0,0.0
PUDDINGS/TAPIOCA/DRY MIX,3.0,65.0,0.12,0.0
CEREALS/KASHI GO LN HOT CRL/CREAMY TRULY VANILLA/DRY,1.0,15.0,3.5,0.0
SNACKS/PLANTAIN CHIPS/SALTED,2.0,0.92,0.97,0.0
PUDDINGS/VANILLA/RTE,3.0,16.97,0.09,1.0
CANDIES/WHITE CHOC,3.0,59.0,0.24,21.0
GRANOLA BAR/W/COCNT/CHOC COATD,2.0,34.27,1.75,0.0
CEREALS RTE/POST/ALPHA-BITS,1.0,21.0,30.0,0.0
CANDIES/SEMISWEET CHOC,3.0,54.5,3.13,0.0
CEREALS RTE/KASHI ORGANIC PROMISE/BERRY FRUITFUL,1.0,14.6,3.0,0.0
TARO CHIPS,2.0,3.82,1.2,0.0
CEREALS RTE/QUAKER/QUAKER OATMEAL SQUARES,1.0,16.62,29.3,0.0
CEREALS RTE/KELLOGG/KELLOGG'S ALL-BRAN ORIGINAL,1.0,15.69,17.6,0.0
SNACK/POTATO CHIPS/MADE FROM DRIED POTATOES/PLN,2.0,1.14,0.82,0.0
Snacks/ CLIF BAR/ mixed flavors,2.0,31.62,6.62,0.0
CANDIES/DK CHOC COATD COFFEE BNS,3.0,42.5,2.7,13.0
CEREALS/RTE/MALT-O-MEAL/BLUEBERRY MINI SPOONERS,1.0,18.44,29.45,0.0
CANDIES/MARS SNACKFOOD US/SKITTLES TROPICAL BITE SIZE CAND,3.0,75.76,0.0,0.0
SYRUPS/CORN/DK,3.0,77.59,0.37,0.0
CEREALS RTE/GENERAL MILLS/CHEERIOS/YOGURT BURST/STRAWBERRY,1.0,30.0,15.0,0.0
CEREALS/QUAKER/INST OATMEAL/APPL & CINN/RED SUGAR,1.0,17.78,12.77,0.0
CEREALS/KASHI HEART TO HEART/INST OATMEAL/APPL CINN/DRY,1.0,28.0,4.2,0.0
PRETZELS/HARD/CONFECTIONER'S COATING/CHOCOLATE-FLAVOR,2.0,38.8,2.0,0.0
CEREALS/QUAKER/INST OATMEAL/FRUIT & CRM/RED SUGAR,1.0,17.66,12.13,0.0
CANDIES/MARS SNACKFOOD US/DOVE DK CHOC,3.0,46.27,3.18,7.0
ICE CREAMS/BREYERS/ALL NAT LT VANILLA,3.0,22.78,0.06,15.0
CEREALS RTE/KELLOGG'S FRSTD MINI-WHEATS TOUCH FRUIT MDL/RASP,1.0,17.8,29.5,0.0
CANDIES/REESE'S NUTRAGEOUS CANDY BAR,3.0,40.22,1.23,3.0
COCOA/DRY PDR/UNSWTND/HERSHEY'S EUROPEAN STYLE COCOA,3.0,0.0,36.0,0.0
PUDDINGS/BANANA/DRY MIX/REG/PREP W/ WHL MILK,3.0,15.98,0.04,9.0
CANDIES/CHOC COVERED/CARAMEL W/NUTS,3.0,41.35,1.7,0.0
MARMALADE/ORANGE,3.0,60.0,0.15,0.0
FORMULATED BAR/SLIM-FAST OPTIMA MEAL BAR/MILK CHOC PNUT,2.0,25.0,4.98,7.0
CEREALS RTE/POST/SHREDDED WHEAT/ORIGINAL BIG BISCUIT,1.0,0.94,2.95,0.0
SYRUPS/MALT,3.0,71.3,0.96,0.0
CEREALS RTE/MALT-O-MEAL/OAT BLENDERS W/ HONEY,1.0,22.09,45.7,0.0
ICE CREAMS/BREYERS/NO SUGAR ADDED/VANILLA FUDGE TWIRL,3.0,5.49,0.36,16.0
TORTILLA CHIPS/LOFAT/UNSALTED,2.0,0.85,1.6,0.0
CEREALS RTE/POST/HONEY BUNCHES OF OATS W/ VANILLA BUNCHES,1.0,20.6,28.9,0.0
EGG CUSTARDS/DRY MIX/PREP W/ 2% MILK,3.0,4.63,0.33,49.0
CEREALS/MALT-O-MEAL/CHOC/DRY,1.0,16.63,42.88,0.0
CANDIES/HERSHEY'S POT OF GOLD ALMOND BAR,3.0,38.46,1.85,13.0
TOPPINGS/STRAWBERRY,3.0,27.38,0.28,0.0
ICE CREAMS/VANILLA/LT/SOFT-SERVE,3.0,18.69,0.06,12.0
CANDIES/SWEET CHOCOLATE,3.0,51.48,2.76,0.0
CEREALS RTE/KELLOGG/KELLOGG'S SPL K BLUEBERRY,1.0,26.7,27.0,0.0
BEEF JERKY/CHOPD&FORMED,2.0,9.0,5.42,48.0
CEREALS RTE/QUAKER/SUN COUNTRY GRANOLA W/ ALMONDS,1.0,20.42,4.35,0.0
POPCORN/CARAMEL-COATED/W/PNUTS,2.0,45.36,3.91,0.0
CANDIES/TOOTSIE ROLL/CHOCOLATE-FLAVOR ROLL,3.0,56.32,0.8,2.0
CEREALS/CORN GRITS/YEL/REG & QUICK/UNENR/DRY,1.0,0.64,1.0,0.0
CANDIES/MARS SNACKFOOD US/SKITTLES SOURS ORIGINAL,3.0,73.16,0.01,0.0
PUDDING/LEMON/DRY MIX/REG/PREP W/ SUGAR/EGG YOLK & H2O,3.0,13.51,0.13,49.0
CANDIES/REESE'S BITES,3.0,48.03,0.85,7.0
SNACKS/POTATO CHIPS/RED FAT,2.0,0.22,1.35,0.0
CEREALS RTE/MALT-O-MEAL/HONEY NUT TOASTY O'S CRL,1.0,38.73,17.07,0.0
CANDIES/MARS SNACK US/STARBURST FRUIT CHEWS/FRT&CREM,3.0,57.98,0.01,0.0
CEREALS RTE/KELLOGG'S/RED SUGAR FRSTD FLAKES CRL,1.0,27.4,15.0,0.0
SNACKS/CANDY ROLLS/YOGURT-COVERED/FRUIT FLAV W/ HI VIT C,2.0,39.15,0.56,0.0
ICE CREAMS/VANILLA/RICH,3.0,20.65,0.34,92.0
Snac/ grano bar/ GENER MILLS/ NATUR VALLE/ CHEWY TRAIL MIX,2.0,42.86,8.71,0.0
CANDIES/MOUNDS CANDY BAR,3.0,46.19,2.09,2.0
CEREALS RTE/KELLOGG'S/SPL K VANILLA ALMOND,1.0,30.4,27.0,0.0
CEREALS RTE/KELLOGG'S SPL K CHOCOLATEY DELIGHT,1.0,29.9,26.1,0.0
FROSTING/GLAZ/CHC/PREP-FRM-RCIP/W/ BUTR/NFSMI RECIP NO. C-32,3.0,64.3,0.6,18.0
CEREALS RTE/WEETABIX WHL WHEAT CRL,1.0,2.0,5.16,0.0
CEREALS RTE/GENERAL MILLS/CHEERIOS/CHOC,1.0,34.4,16.7,0.0
ICE CREAMS/BREYERS/98% FAT FREE VANILLA,3.0,20.93,0.09,8.0
